Manifesto;Filial;Data;Veículo;Destino;Serviços;NFs;Kg Real;Kg Taxado;M3;Vale frete;Valor NF;Valor Fretes;Valor Final;% Aprov. Veículo;Km saída;Km chegada;Km final;Classificação;Observações operacionais;Status;Usuário
77229;LSP REIS MATRIZ SJC;04/09/2025;FLF1I90;Pindamonhangaba;3;12;1547;1547;0;643;43415;1109;1109;96;166021;166224;203;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77230;LSP REIS MATRIZ SJC;04/09/2025;KQV2B20;Santos;1;6;1926;1926;0;844;24728;1751;1751;113;171010;171347;337;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77231;LSP REIS MATRIZ SJC;04/09/2025;NXZ0127;São José dos Campos;8;10;852;852;0;667;18592;579;774;42;417845;417979;134;FRZ Log;EMBARCADO PAMPLONA SJC 255881 255884 255897 255931 255949 255951 255967 255969;Finalizado;Gustavo Henrique Vitoriano dos Santos
77232;LSP REIS MATRIZ SJC;04/09/2025;KOU1E44;São Vicente;1;2;1248;1248;0;744;3944;1135;1135;78;602097;602420;323;FRZ Log;EMBARCADO NF 390447;Finalizado;Gustavo Henrique Vitoriano dos Santos
77233;LSP REIS MATRIZ SJC;04/09/2025;EJW3G90;Taubaté;3;8;1844;1844;0;615;20676;1652;1652;122;673030;673127;97;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77234;LSP REIS MATRIZ SJC;04/09/2025;FKC0F45;Limeira, Piracicaba, Ipeúna;7;7;663;663;0;0;8470;517;517;92;0;0;0;FRZ Log;;Em trânsito;Gustavo Henrique Vitoriano dos Santos
77235;LSP REIS MATRIZ SJC;04/09/2025;GET1D33;Campo Limpo Paulista, Jundiaí, Várzea Paulista, Itatiba, Itu;17;20;1490;1490;0;869;33743;1058;1058;99;404955;405364;409;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77236;LSP REIS MATRIZ SJC;04/09/2025;ELD9F62;Ferraz de Vasconcelos;6;6;543;543;0;375;13430;360;360;90;481626;481766;140;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77237;LSP REIS MATRIZ SJC;04/09/2025;QDA4J20;Mogi das Cruzes, Guararema;11;11;1104;1104;0;658;18177;795;795;69;137587;137769;182;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77239;LSP REIS MATRIZ SJC;04/09/2025;EFU4B04;Campos do Jordão, Taubaté, Tremembé;11;11;1443;1443;0;697;30358;781;781;90;774659;774911;252;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77240;LSP REIS MATRIZ SJC;04/09/2025;EAL5I41;;1;0;0;0;0;377;0;0;0;0;416600;416743;143;Marfrig ( BRF );NFS 1163252 1163245 1163232 1163346 1163177;Em trânsito;Henrique Praxedes
77241;LSP REIS MATRIZ SJC;04/09/2025;FSS2E39;Suzano;7;7;382;382;0;388;6658;276;276;58;614844;615002;158;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77242;LSP REIS MATRIZ SJC;04/09/2025;FOF2B00;Poá, Itaquaquecetuba;7;7;644;644;0;394;18155;352;352;99;318539;318705;166;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77243;LSP REIS MATRIZ SJC;04/09/2025;BYP9G76;Salesópolis, Santa Branca, Biritiba Mirim, Mogi das Cruzes;24;24;2852;2852;0;0;66542;1910;1910;57;426400;426571;171;Friboi;;Finalizado;Henrique Praxedes
77244;LSP REIS MATRIZ SJC;04/09/2025;FUB1F65;Mogi das Cruzes;27;27;2556;2556;0;1030;62868;1712;1712;63;593895;594101;206;Friboi;;Finalizado;Henrique Praxedes
77245;LSP REIS MATRIZ SJC;04/09/2025;EUL0B36;Ubatuba;1;12;339;339;0;536;11192;209;721;52;391731;392086;355;MEGGS;;Finalizado;Matheus Antonioli
77246;LSP REIS MATRIZ SJC;04/09/2025;FBS9H88;São Sebastião;1;14;374;374;0;530;10683;209;721;57;505092;505439;347;MEGGS;;Finalizado;Matheus Antonioli
77247;LSP REIS MATRIZ SJC;04/09/2025;FLF2A46;Ubatuba, Caraguatatuba;21;31;1223;1223;0;787;53499;1230;1230;81;154984;155318;334;MINERVA;354,63 KM;Finalizado;Matheus Antonioli
77248;LSP REIS MATRIZ SJC;04/09/2025;FKT2D65;Pindamonhangaba, Aparecida;14;16;1249;1249;0;667;32863;965;965;83;241094;241319;225;MINERVA;209,3 KM;Finalizado;Matheus Antonioli
77249;LSP REIS MATRIZ SJC;04/09/2025;HFI7H71;Taubaté, São José dos Campos, Caçapava;24;31;1186;1186;0;618;45894;893;893;79;412394;412574;180;MINERVA;169,47 KM;Finalizado;Matheus Antonioli
77250;LSP REIS MATRIZ SJC;04/09/2025;ETU9H27;Pindamonhangaba, Taubaté, Roseira;24;24;2930;2930;0;1218;78090;1962;1962;73;490269;490503;234;Friboi;;Finalizado;Henrique Praxedes
77251;LSP REIS MATRIZ SJC;04/09/2025;EYE9683;Cunha, Guaratinguetá;12;14;1371;1371;0;910;47800;1286;1286;85;729249;729641;392;MINERVA;385,93 KM;Finalizado;Matheus Antonioli
77252;LSP REIS MATRIZ SJC;04/09/2025;PXJ9I91;Suzano, Ferraz de Vasconcelos, Poá;24;27;1203;1203;0;671;38857;934;934;80;150071;150300;229;MINERVA;192,37 KM;Finalizado;Matheus Antonioli
77253;LSP REIS MATRIZ SJC;04/09/2025;ETW2J69;Guaratinguetá, Lorena;15;18;1062;1062;0;731;31116;1064;1064;66;617916;618227;311;MINERVA;263,78 KM;Finalizado;Matheus Antonioli
77254;LSP REIS MATRIZ SJC;04/09/2025;FKT2A75;Itaquaquecetuba, Arujá, Suzano;26;30;1298;1298;0;420;37314;875;875;81;0;0;0;MINERVA;159,68 KM;Em trânsito;Matheus Antonioli
77255;LSP REIS MATRIZ SJC;04/09/2025;FLF2B50;Paraibuna, Caraguatatuba, São Sebastião;27;33;1126;1126;0;1280;46662;1209;1209;70;235547;236329;782;MINERVA;343,52 KM;Finalizado;Matheus Antonioli
77256;LSP REIS MATRIZ SJC;04/09/2025;ETU8G66;São José dos Campos, Jacareí;24;24;2032;2032;0;898;49007;1361;1361;50;541459;541533;74;Friboi;;Finalizado;Henrique Praxedes
77257;LSP REIS MATRIZ SJC;04/09/2025;CFY3E22;Ilhabela;21;31;1543;1543;0;752;62371;1116;1116;96;192489;192791;302;MINERVA;292,04 KM;Finalizado;Matheus Antonioli
77258;LSP REIS MATRIZ SJC;04/09/2025;ERR0E11;Bertioga, São Sebastião, Santos;25;29;1323;1323;0;895;49188;1345;1345;88;523650;524082;432;MINERVA;418,25 KM;Finalizado;Matheus Antonioli
77259;LSP REIS MATRIZ SJC;04/09/2025;CFY2A84;Cachoeira Paulista, Cruzeiro, Silveiras, Queluz;19;22;1640;1640;0;1005;47937;1368;1368;102;124681;125152;471;MINERVA;430,91 KM;Finalizado;Matheus Antonioli
77260;LSP REIS MATRIZ SJC;04/09/2025;STK5F00;Jacareí;23;23;1521;1521;0;532;35181;1019;1019;101;69377;69479;102;Friboi;;Finalizado;Henrique Praxedes
77261;LSP REIS MATRIZ SJC;04/09/2025;PPJ1D69;Cachoeira Paulista;2;3;988;988;0;120;29241;733;733;65;0;0;0;MINERVA;261,99 KM obs:. VEÍCULO QUEBROU EM CACHOEIRA PAULISTA REALIZOU 1,044 QUILOS - FALTOU ENTREGAR 380 KGS - DESCONTAR 1/3 DO FRETE -5773744 A 5773752;Em trânsito;Matheus Antonioli
77262;LSP REIS MATRIZ SJC;04/09/2025;MKR1F49;Lorena;19;25;1415;1415;0;699;49575;1052;1052;88;398142;398396;254;MINERVA;256,82 KM;Finalizado;Matheus Antonioli
77263;LSP REIS MATRIZ SJC;04/09/2025;LPZ9A14;Mogi das Cruzes, Suzano;21;24;1120;1120;0;294;36749;883;883;74;579049;579131;82;MINERVA;164,2 KM;Em trânsito;Matheus Antonioli
77264;LSP REIS MATRIZ SJC;04/09/2025;FLF2F36;Mogi das Cruzes, Jacareí;18;21;1177;1177;0;676;49856;875;875;73;159298;159495;197;MINERVA;159,64 KM;Finalizado;Matheus Antonioli
77265;LSP REIS MATRIZ SJC;04/09/2025;ECT3A35;Pindamonhangaba;25;26;1267;1267;0;626;42324;924;924;84;156327;156515;188;MINERVA;186,4 KM;Finalizado;Matheus Antonioli
77266;LSP REIS MATRIZ SJC;04/09/2025;FTG2J18;São José dos Campos;21;21;2267;2267;0;828;71123;1518;1518;453;222537;222656;119;Friboi;;Finalizado;Henrique Praxedes
77267;LSP REIS MATRIZ SJC;04/09/2025;QPS6A46;Arujá, Santa Isabel;27;42;1463;1463;0;615;50307;816;816;97;100303;100481;178;MINERVA;127,1 KM;Finalizado;Matheus Antonioli
77268;LSP REIS MATRIZ SJC;04/09/2025;EFV0782;Mogi das Cruzes;2;2;1592;1592;0;566;34539;801;801;106;830844;830977;133;MINERVA;118,88 KM;Finalizado;Matheus Antonioli
77269;LSP REIS MATRIZ SJC;04/09/2025;FUL0B23;Taubaté, Natividade da Serra;23;23;1929;1929;0;0;66163;1292;1292;77;623003;623274;271;Friboi;;Finalizado;Henrique Praxedes
77270;LSP REIS MATRIZ SJC;04/09/2025;CPI5G77;Taubaté;29;30;1266;1266;0;626;41602;967;967;79;764634;764845;211;MINERVA;210,06 KM;Finalizado;Matheus Antonioli
77271;LSP REIS MATRIZ SJC;04/09/2025;EBO8D53;Campos do Jordão, Santo Antônio do Pinhal;25;31;1468;1468;0;700;67317;1047;1047;91;416669;416924;255;MINERVA;254,52 KM;Finalizado;Matheus Antonioli
77272;LSP REIS MATRIZ SJC;04/09/2025;FVC8855;Paraibuna, Jambeiro;13;13;1523;1523;0;697;35489;1020;1020;95;650687;650868;181;Friboi;;Finalizado;Henrique Praxedes
77273;LSP REIS MATRIZ SJC;04/09/2025;FKT2B95;Ferraz de Vasconcelos, Poá, Suzano;13;20;1303;1303;0;605;43193;839;839;86;195629;195798;169;MINERVA;139,99 KM;Finalizado;Matheus Antonioli
77274;LSP REIS MATRIZ SJC;04/09/2025;DUO3J54;São José dos Campos;17;25;1151;1151;0;420;34148;759;759;71;0;0;0;MINERVA;96 KM;Em trânsito;Matheus Antonioli
77275;LSP REIS MATRIZ SJC;04/09/2025;MIO9D74;São José dos Campos;25;29;1589;1589;0;531;73644;718;718;99;655670;655746;76;MINERVA;73,39 KM;Finalizado;Matheus Antonioli
77276;LSP REIS MATRIZ SJC;04/09/2025;GEH3I45;Mogi das Cruzes;19;19;1406;1406;0;579;36217;942;942;87;344684;344767;83;Friboi;;Finalizado;Henrique Praxedes
77277;LSP REIS MATRIZ SJC;04/09/2025;CRQ6I01;Guararema, Santa Branca;5;10;1314;1314;0;533;49655;751;751;87;719467;719570;103;MINERVA;91,57 KM;Finalizado;Matheus Antonioli
77278;LSP REIS MATRIZ SJC;04/09/2025;FNP4C71;Jacareí, São José dos Campos;11;15;1437;1437;0;470;51694;654;654;95;403691;403737;46;MINERVA;38,36 KM;Finalizado;Matheus Antonioli
77279;LSP REIS MATRIZ SJC;04/09/2025;ENK8J39;Jacareí;17;18;1383;1383;0;465;39746;656;656;86;522618;522676;58;MINERVA;39,45 KM;Finalizado;Matheus Antonioli
77280;LSP REIS MATRIZ SJC;04/09/2025;EMS6A59;Jacareí, Santa Branca;10;11;1475;1475;0;479;44142;676;676;98;452640;452694;54;MINERVA;50,34 KM;Finalizado;Matheus Antonioli
77281;LSP REIS MATRIZ SJC;04/09/2025;RCE9D43;São José dos Campos;1;2;1711;1711;0;405;41499;663;663;106;0;0;0;MINERVA;42,78 KM;Em trânsito;Matheus Antonioli
77282;LSP REIS MATRIZ SJC;04/09/2025;GAE7H63;São José dos Campos, Jacareí;19;19;1585;1585;0;567;44998;1061;1061;99;173918;174052;134;Friboi;;Finalizado;Henrique Praxedes
77283;LSP REIS MATRIZ SJC;04/09/2025;QGB4G99;São José dos Campos;22;30;1405;1405;0;564;58747;681;681;87;137568;137699;131;MINERVA;52,96 KM;Finalizado;Matheus Antonioli
77284;LSP REIS MATRIZ SJC;04/09/2025;IVA8F85;São José dos Campos;25;26;1206;1206;0;503;40834;730;730;75;185781;185875;94;MINERVA;79,64 KM;Finalizado;Matheus Antonioli
77285;LSP REIS MATRIZ SJC;04/09/2025;EAY0J27;Caçapava;1;6;2450;2450;0;687;24963;583;973;98;779716;779864;148;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77286;LSP REIS MATRIZ SJC;04/09/2025;BWF1226;Pindamonhangaba;1;7;3361;3361;0;1190;32291;811;1353;96;976832;977052;220;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77287;LSP REIS MATRIZ SJC;04/09/2025;EVX4989;Aparecida;1;9;1864;1864;0;774;21333;876;1461;124;622560;622770;210;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77288;LSP REIS MATRIZ SJC;04/09/2025;DVT8G76;Canas;1;7;3388;3388;0;1178;32990;947;1578;178;552452;552745;293;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77289;LSP REIS MATRIZ SJC;04/09/2025;ENM6J23;Caraguatatuba;2;2;1567;1567;0;930;16316;630;1051;97;760745;761209;464;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77290;LSP REIS MATRIZ SJC;04/09/2025;BTB7E78;Caraguatatuba;3;3;2082;2082;0;703;22618;876;1461;138;35392;35595;203;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77291;LSP REIS MATRIZ SJC;04/09/2025;OKZ0385;Caraguatatuba;1;6;2866;2866;0;1089;33653;947;1578;81;478749;479042;293;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77292;LSP REIS MATRIZ SJC;04/09/2025;EJW3H83;Ubatuba;1;6;2019;2019;0;879;24400;728;1214;101;491209;491542;333;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77293;LSP REIS MATRIZ SJC;04/09/2025;PDZ1F90;Ribeirão Pires;1;10;3183;3183;0;1286;31020;876;1461;79;434588;434856;268;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77294;LSP REIS MATRIZ SJC;04/09/2025;AMX0E01;Poá;1;11;2738;2738;0;1300;25950;1014;1690;39;644304;644484;180;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77295;LSP REIS MATRIZ SJC;04/09/2025;GAN5E34;Ferraz de Vasconcelos;1;12;3145;3145;0;891;30422;811;1353;89;242615;242776;161;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77296;LSP REIS MATRIZ SJC;04/09/2025;DAH0E39;Mogi das Cruzes;1;10;2458;2458;0;691;21916;889;1483;122;637047;637198;151;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77297;LSP REIS MATRIZ SJC;04/09/2025;CVN9I54;Mogi das Cruzes;1;11;3392;3392;0;0;33554;889;1483;84;892806;892971;165;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77298;LSP REIS MATRIZ SJC;04/09/2025;FWG7E97;Itaquaquecetuba;1;2;3150;3150;0;0;104308;2004;2004;63;434015;434151;136;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77299;LSP REIS MATRIZ SJC;04/09/2025;CVN9851;Mogi das Cruzes;1;9;3326;3326;0;0;34214;811;1353;95;658080;658295;215;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77300;LSP REIS MATRIZ SJC;04/09/2025;FUQ0G36;Itaquaquecetuba;1;10;4033;4033;0;0;38065;889;1483;100;674969;675160;191;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77301;LSP REIS MATRIZ SJC;04/09/2025;EKH9C80;Itaquaquecetuba;1;12;3468;3468;0;1783;36131;889;1483;86;319270;319919;649;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77302;LSP REIS MATRIZ SJC;04/09/2025;EGO5H38;Salesópolis;1;5;2800;2800;0;968;26888;811;1353;140;504683;504895;212;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77303;LSP REIS MATRIZ SJC;04/09/2025;ETU8G60;Jacareí;1;8;3712;3712;0;830;36190;811;1353;114;235123;235163;40;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77304;LSP REIS MATRIZ SJC;04/09/2025;ELQ7E29;São José dos Campos;1;9;2697;2697;0;773;26727;811;1353;77;563717;563799;82;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77305;LSP REIS MATRIZ SJC;04/09/2025;TBQ6G43;São José dos Campos, Jacareí;3;10;1096;1096;0;0;48338;697;697;54;7287;7353;66;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77306;LSP REIS MATRIZ SJC;04/09/2025;FBV3H43;São José dos Campos;1;10;2778;2778;0;0;27548;811;1353;55;597164;597253;89;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77307;LSP REIS MATRIZ SJC;04/09/2025;EZA3I01;São José dos Campos;1;9;2784;2784;0;1197;27526;811;1353;42;419080;419219;139;Adoro Varzea Paulista;PLACA REAL EZA3I01;Finalizado;Matheus Antonioli
77308;LSP REIS MATRIZ SJC;04/09/2025;HJF7035;Lorena;3;3;3409;3409;0;1082;32367;947;1578;97;469953;470241;288;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77309;LSP REIS MATRIZ SJC;04/09/2025;ERN0D21;São José dos Campos;1;8;2655;2655;0;776;23233;811;1353;106;288137;288221;84;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77310;LSP REIS MATRIZ SJC;04/09/2025;CVN8J48;São José dos Campos;1;10;4227;4227;0;976;34567;811;1353;120;754836;754949;113;Adoro Vista Foods;;Finalizado;Matheus Antonioli
77311;LSP REIS MATRIZ SJC;04/09/2025;FOD9H62;Guarulhos;3;3;2989;2989;0;0;21247;811;1353;74;664159;664299;140;Adoro Vista Foods;;Finalizado;Matheus Antonioli
77312;LSP REIS MATRIZ SJC;04/09/2025;PXF6E01;São José dos Campos;2;4;4263;4263;0;0;135674;2713;2713;26;605327;605362;35;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77313;LSP REIS MATRIZ SJC;04/09/2025;CNE2F63;Jacareí;4;4;1649;1649;0;564;10012;811;1353;103;590966;591118;152;Adoro Vista Foods;;Finalizado;Matheus Antonioli
77314;LSP REIS MATRIZ SJC;04/09/2025;DCM3381;Caçapava;2;2;1195;1195;0;637;8602;811;1353;74;656421;656642;221;Adoro Vista Foods;;Finalizado;Matheus Antonioli
77315;LSP REIS MATRIZ SJC;04/09/2025;FGE7H39;Lorena;4;4;680;680;0;624;5710;630;1051;42;254890;255099;209;Adoro Vista Foods;;Finalizado;Matheus Antonioli
77316;LSP REIS MATRIZ SJC;04/09/2025;FAT1H80;São José dos Campos;3;8;4202;4202;0;0;192945;2674;2674;105;513530;513562;32;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77317;LSP REIS MATRIZ SJC;04/09/2025;TBQ6G46;Jacareí;3;10;1045;1045;0;0;42937;665;665;52;7497;7548;51;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77318;LSP REIS MATRIZ SJC;04/09/2025;GEB1H24;Jacareí;1;2;6422;6422;0;0;180907;4087;4087;22;317947;317968;21;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77319;LSP REIS MATRIZ SJC;04/09/2025;ERC4I24;Bertioga;1;2;5700;5700;0;0;191305;3627;3627;103;702375;702633;258;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77320;LSP REIS MATRIZ SJC;04/09/2025;FNF2E32;Mogi das Cruzes, Biritiba Mirim;3;8;1514;1514;0;0;54583;963;963;60;623213;623395;182;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77321;LSP REIS MATRIZ SJC;04/09/2025;SVY3I37;Guarulhos, Mogi das Cruzes;2;6;987;987;0;626;37863;628;628;65;33152;33340;188;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77322;LSP REIS MATRIZ SJC;04/09/2025;FFG4I73;Diadema;1;3;6280;6280;0;0;214166;3996;3996;89;688575;688827;252;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77323;LSP REIS MATRIZ SJC;04/09/2025;MFI7C33;Cruzeiro;1;6;1223;1223;0;0;39829;778;778;22;629345;629617;272;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77324;LSP REIS MATRIZ SJC;04/09/2025;FWU8C95;Pindamonhangaba;1;2;5043;5043;0;0;154817;3209;3209;100;381906;382042;136;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77325;LSP REIS MATRIZ SJC;04/09/2025;ERJ4C92;Piquete, Cruzeiro, Queluz, São José do Barreiro, Areias, Lavrinhas;13;14;1124;1124;0;897;33894;715;715;70;433859;434293;434;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77326;LSP REIS MATRIZ SJC;04/09/2025;DRJ8010;Paraibuna, Jambeiro, São Sebastião, Ilhabela, Bertioga, Caraguatatuba;36;42;2349;2349;0;1146;84479;1494;1494;106;541367;541798;431;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77327;LSP REIS MATRIZ SJC;04/09/2025;EGD6F32;Ubatuba, Caraguatatuba;19;19;1075;1075;0;791;37613;684;684;67;650996;651334;338;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77328;LSP REIS MATRIZ SJC;04/09/2025;FOS3E76;Silveiras, Guaratinguetá;10;11;1311;1311;0;773;37234;834;834;87;287969;288290;321;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77329;LSP REIS MATRIZ SJC;04/09/2025;FTZ8I87;Taubaté, Campos do Jordão, Caçapava, Pindamonhangaba, Tremembé;17;18;1137;1137;0;742;39224;723;723;75;438850;439143;293;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77330;LSP REIS MATRIZ SJC;04/09/2025;ASN5A61;Potim, Aparecida, Pindamonhangaba, Guaratinguetá;19;20;1494;1494;0;718;41247;950;950;99;575502;575773;271;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77331;LSP REIS MATRIZ SJC;04/09/2025;FMG6F73;Guarulhos;18;19;1729;1729;0;670;60500;1100;1100;108;285393;285621;228;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77332;LSP REIS MATRIZ SJC;04/09/2025;AXY1E60;Guararema, Igaratá;16;23;1522;1522;0;651;41767;970;970;101;275021;275197;176;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77333;LSP REIS MATRIZ SJC;04/09/2025;FFG5F13;Caçapava, São José dos Campos, Jambeiro, Jacareí;20;23;1562;1562;0;0;45991;994;994;62;711461;711602;141;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77334;LSP REIS MATRIZ SJC;04/09/2025;DBL6F53;Guarulhos;1;1;4678;4678;0;0;274752;2977;2977;38;917871;918010;139;Marfrig ( BRF );2° VIAGEM;Finalizado;Henrique Praxedes
77335;LSP REIS MATRIZ SJC;04/09/2025;FIG5H60;Jacareí, São José dos Campos, São Sebastião;23;27;2264;2264;0;606;56903;1441;1441;90;348020;348110;90;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77336;LSP REIS MATRIZ SJC;04/09/2025;OXX2C15;São José dos Campos;23;26;1608;1608;0;624;40341;1023;1023;107;88974;89160;186;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77337;LSP REIS MATRIZ SJC;04/09/2025;DKI9I63;;1;0;0;0;0;660;0;0;0;0;571604;571823;219;Marfrig ( BRF );NFSA 1163520 1163508 1163547 1163475 1163466 1163525 1163489 1163414;Em trânsito;Henrique Praxedes
77338;LSP REIS MATRIZ SJC;04/09/2025;DXY5B21;São Paulo, Taboão da Serra, Barueri;7;7;0;0;0;773;12799;1181;1181;0;441095;441373;278;GOLD PAO;CARGA 10176068 NFS 34895 34924 34925 34928 34931 34932 34933;Finalizado;Henrique Praxedes
77339;LSP REIS MATRIZ SJC;04/09/2025;DRL2D56;;1;0;1;1;0;801;800;0;800;0;705838;706139;301;FRZ Log;FRANGO DADA;Em trânsito;Matheus Antonioli
77340;LSP REIS MATRIZ SJC;04/09/2025;ENM6J23;Canas, Lorena, Cachoeira Paulista;6;9;442;442;0;300;12851;328;328;27;0;0;0;MINERVA;PAGAR FRETE TARIFA FIORINO  VAI PEGAR CARGA DO PPJ1D69 QUE QUEBROU NF 5773744 A 5773752;Em trânsito;PEDRO PEREIRA DA SILVA JUNIOR
77341;LSP REIS MATRIZ SJC;04/09/2025;PXF6E01;São José dos Campos;1;30;12413;12413;0;0;89941;2394;3990;77;605377;605944;567;Transferência;CROSS SÃO CARLOS;Finalizado;Juliana Curi Ferreira
77342;FRZ LOGISTICA;04/09/2025;FFG4I73;São José dos Campos;2;34;5371;5371;0;0;145653;1037;1037;76;688826;689031;205;Transferência;;Finalizado;Victor Leonardo
77343;LSP REIS MATRIZ SJC;05/09/2025;FWU8C95;Suzano;2;4;5387;5387;0;0;183329;3428;3428;107;382072;382224;152;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77344;LSP REIS MATRIZ SJC;05/09/2025;PXF6E01;São José dos Campos, Pindamonhangaba;2;4;5472;5472;0;0;170516;3482;3482;34;605957;606092;135;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77345;LSP REIS MATRIZ SJC;05/09/2025;FFG4I73;Itaquaquecetuba;1;2;5871;5871;0;0;191908;3736;3736;83;689031;689170;139;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77346;LSP REIS MATRIZ SJC;05/09/2025;TBQ6G43;Mogi das Cruzes;3;5;1264;1264;0;0;65970;804;804;63;7355;7485;130;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77347;LSP REIS MATRIZ SJC;05/09/2025;EFT3I02;Mogi das Cruzes;2;3;2813;2813;0;0;82464;1790;1790;80;401283;401404;121;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77348;LSP REIS MATRIZ SJC;05/09/2025;ETU9H27;Jacareí;26;26;2380;2380;0;880;59788;1594;1594;59;490510;490575;65;Friboi;;Finalizado;Henrique Praxedes
77349;LSP REIS MATRIZ SJC;05/09/2025;CVN9I53;Mogi das Cruzes;23;23;1634;1634;0;782;48987;1095;1095;65;656739;656907;168;Friboi;;Finalizado;Henrique Praxedes
77350;LSP REIS MATRIZ SJC;05/09/2025;ETU8G66;São José dos Campos, Jacareí, Monteiro Lobato;16;16;2693;2693;0;1094;84913;1804;1804;67;541533;541705;172;Friboi;;Finalizado;Henrique Praxedes
77351;LSP REIS MATRIZ SJC;05/09/2025;FTG2J18;Mogi das Cruzes;21;21;1935;1935;0;992;53629;1296;1296;387;222656;222884;228;Friboi;;Finalizado;Henrique Praxedes
77352;LSP REIS MATRIZ SJC;05/09/2025;STK5F00;Jacareí, Guararema;14;14;1183;1183;0;527;28768;792;792;78;69505;69603;98;Friboi;;Finalizado;Henrique Praxedes
77353;LSP REIS MATRIZ SJC;05/09/2025;CPI5G77;Santa Isabel, Arujá, Guararema;16;16;1132;1132;0;541;30580;758;758;70;764870;765000;130;Friboi;;Finalizado;Henrique Praxedes
77354;LSP REIS MATRIZ SJC;05/09/2025;OOD5I38;Aparecida, Guaratinguetá;6;20;1695;1695;0;828;22053;1472;1472;113;303421;303670;249;FRZ Log;EMBARCADO A NF:390862;Finalizado;Gustavo Henrique Vitoriano dos Santos
77355;LSP REIS MATRIZ SJC;05/09/2025;SVU6A45;São José dos Campos;18;18;1081;1081;0;492;26201;724;724;72;43728;43794;66;Friboi;;Finalizado;Henrique Praxedes
77356;LSP REIS MATRIZ SJC;05/09/2025;ETJ4G80;Mogi Guaçu, Vargem, Bragança Paulista;4;10;1010;1010;0;959;14689;927;927;67;328426;328916;490;FRZ Log;EMBARCADO  AS NFS: 390881 202457 420508 420509 420512;Finalizado;Gustavo Henrique Vitoriano dos Santos
