Manifesto;Filial;Data;Veículo;Destino;Serviços;NFs;Kg Real;Kg Taxado;M3;Vale frete;Valor NF;Valor Fretes;Valor Final;% Aprov. Veículo;Km saída;Km chegada;Km final;Classificação;Observações operacionais;Status;Usuário
77357;LSP REIS MATRIZ SJC;05/09/2025;GEH3I45;São José dos Campos;17;17;1182;1182;0;670;32320;792;792;73;344895;345054;159;Friboi;;Finalizado;Henrique Praxedes
77358;LSP REIS MATRIZ SJC;05/09/2025;GCG7C64;Mogi das Cruzes, Itaquaquecetuba, Poá, Biritiba Mirim;5;9;707;707;0;453;15749;508;508;108;421156;421400;244;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77359;LSP REIS MATRIZ SJC;05/09/2025;KQV2B20;Taubaté, Caçapava;7;13;1580;1580;0;629;34979;1032;1032;92;171363;171521;158;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77360;LSP REIS MATRIZ SJC;05/09/2025;FRC3J15;Santa Bárbara D'Oeste, Campinas, Americana, Monte Mor;11;12;1229;1229;0;923;20602;973;973;76;452651;453145;494;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77361;LSP REIS MATRIZ SJC;05/09/2025;EIB9F27;Campos do Jordão, Pindamonhangaba;2;15;2588;2588;0;1049;31498;2352;2352;73;350238;350504;266;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77362;LSP REIS MATRIZ SJC;05/09/2025;KZE1D82;Bertioga, São Sebastião, Caraguatatuba;4;16;1514;1514;0;778;19857;1317;1317;100;331819;332145;326;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77363;LSP REIS MATRIZ SJC;05/09/2025;KQF0J09;Ubatuba, Caraguatatuba;4;9;1434;1434;0;827;24103;1136;1136;89;347310;347680;370;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77364;LSP REIS MATRIZ SJC;05/09/2025;FRL8D45;Canas, Lorena, Cachoeira Paulista, Cruzeiro;5;9;3552;3552;0;0;50932;3181;3181;101;418083;418389;306;FRZ Log;EMBARCADO A NF:389923;Finalizado;Gustavo Henrique Vitoriano dos Santos
77365;LSP REIS MATRIZ SJC;05/09/2025;ERJ4C92;São Paulo, Caieiras, Franco da Rocha, Francisco Morato;7;7;1301;1301;0;743;29646;705;705;81;434305;434599;294;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77366;LSP REIS MATRIZ SJC;05/09/2025;EFW4A13;Guarulhos, Arujá;4;4;1945;1945;0;643;35116;1599;1599;88;421113;421230;117;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77367;LSP REIS MATRIZ SJC;05/09/2025;DKI9I63;São Paulo;7;10;1563;1563;0;420;45579;939;939;97;0;0;0;FRZ Log;EMBARCADO A NF:390471;Em trânsito;Gustavo Henrique Vitoriano dos Santos
77368;LSP REIS MATRIZ SJC;05/09/2025;FUB1F65;Ilhabela;2;8;3117;3117;0;1174;68682;2411;2411;77;594108;594399;291;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77369;LSP REIS MATRIZ SJC;05/09/2025;QDA4J20;Jacareí;2;12;1314;1314;0;587;27585;1059;1059;82;137792;137915;123;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77370;LSP REIS MATRIZ SJC;05/09/2025;FLF1I90;Lagoinha;1;4;1120;1120;0;755;10649;1018;1018;70;166264;166569;305;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77371;LSP REIS MATRIZ SJC;05/09/2025;EJW3G90;Santos;1;6;1440;1440;0;961;16470;1309;1309;96;673155;673499;344;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77372;LSP REIS MATRIZ SJC;05/09/2025;NXZ0127;São José dos Campos;8;17;1323;1323;0;705;26471;1035;1035;66;418010;418171;161;FRZ Log;EMBARCADO A NF:255967;Finalizado;Gustavo Henrique Vitoriano dos Santos
77373;LSP REIS MATRIZ SJC;05/09/2025;EFV6J80;Hortolândia, Sumaré;5;9;1347;1347;0;977;39966;755;755;84;372345;372852;507;FRZ Log;EMBARCADO A NF:4169328;Finalizado;Gustavo Henrique Vitoriano dos Santos
77374;LSP REIS MATRIZ SJC;05/09/2025;BYP9G76;Ribeirão Preto, Franca, Batatais;8;9;2885;2885;0;0;76323;1384;1384;57;426571;427536;965;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77375;LSP REIS MATRIZ SJC;05/09/2025;ERC4I24;São Carlos;3;4;5547;5547;0;0;36562;3532;3532;100;702634;703263;629;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77376;LSP REIS MATRIZ SJC;05/09/2025;FOD9H62;Leme, Araras;2;3;3492;3492;0;0;52120;3293;3293;87;664312;664842;530;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77377;LSP REIS MATRIZ SJC;05/09/2025;ENM6J23;São Paulo;9;10;1328;1328;0;720;28441;993;993;83;761222;761495;273;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77378;LSP REIS MATRIZ SJC;05/09/2025;EFU4B04;São Paulo;7;7;1652;1652;0;713;28506;1193;1193;103;774919;775186;267;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77379;LSP REIS MATRIZ SJC;05/09/2025;EGD6F32;São Paulo;8;9;1528;1528;0;663;40702;1134;1134;95;651354;651575;221;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77380;LSP REIS MATRIZ SJC;05/09/2025;FUL0B23;São Paulo;9;9;2162;2162;0;0;76398;1083;1083;86;623304;623640;336;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77381;LSP REIS MATRIZ SJC;05/09/2025;FWG7E97;Itatiba, Várzea Paulista;3;3;2740;2740;0;0;44121;2170;2170;54;434181;434494;313;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77382;LSP REIS MATRIZ SJC;05/09/2025;DBL6F53;Valinhos;1;2;2289;2289;0;0;32758;1899;1899;19;418012;418434;422;FRZ Log;EMBARCADO AS NFS: 202463 202464 420518;Finalizado;Gustavo Henrique Vitoriano dos Santos
77383;LSP REIS MATRIZ SJC;05/09/2025;FTZ8I87;São Bento do Sapucaí, Campos do Jordão, Santo Antônio do Pinhal;13;16;1466;1466;0;728;49374;933;933;97;439188;439468;280;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77384;LSP REIS MATRIZ SJC;05/09/2025;ECT3A35;Lorena, Cachoeira Paulista;9;10;1545;1545;0;700;41484;983;983;103;156534;156789;255;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77385;LSP REIS MATRIZ SJC;05/09/2025;TBQ6G46;Guaratinguetá, Pindamonhangaba, Aparecida, Potim;16;17;1183;1183;0;0;31962;754;754;59;7548;7805;257;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77386;LSP REIS MATRIZ SJC;05/09/2025;FMG6F73;Mogi das Cruzes, Itaquaquecetuba, Suzano;18;19;1073;1073;0;674;34494;683;683;67;285622;285853;231;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77387;LSP REIS MATRIZ SJC;05/09/2025;FNF2E32;Guarulhos;17;19;2127;2127;0;0;66096;1353;1353;85;622609;623407;798;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77388;LSP REIS MATRIZ SJC;05/09/2025;FIG5H60;Guarulhos, Arujá;17;19;1893;1893;0;737;67315;1204;1204;75;348155;348339;184;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77389;LSP REIS MATRIZ SJC;05/09/2025;OXX2C15;Ferraz de Vasconcelos, Suzano, Poá, Itaquaquecetuba;14;18;1408;1408;0;656;36386;896;896;93;89175;89390;215;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77390;LSP REIS MATRIZ SJC;05/09/2025;FOS3E76;Pindamonhangaba, Taubaté;16;17;1631;1631;0;649;42308;1038;1038;108;288290;288499;209;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77391;LSP REIS MATRIZ SJC;05/09/2025;SVY3I37;Jacareí, São José dos Campos, São Paulo;20;20;1516;1516;0;566;42752;965;965;101;33377;33510;133;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77392;LSP REIS MATRIZ SJC;05/09/2025;PII2G05;São José dos Campos;18;18;1193;1193;0;527;38634;759;759;79;129300;129398;98;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77393;LSP REIS MATRIZ SJC;05/09/2025;FFG5F13;Caçapava, São José dos Campos;13;20;2684;2684;0;0;72502;1708;1708;107;711624;711719;95;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77394;LSP REIS MATRIZ SJC;05/09/2025;DKI9I63;São José dos Campos, Jacareí;16;23;1407;1407;0;536;34384;895;895;87;571865;571971;106;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77395;LSP REIS MATRIZ SJC;05/09/2025;GEN6A61;São José dos Campos;13;14;1542;1542;0;0;42336;981;981;77;267829;267921;92;Marfrig ( BRF );;Finalizado;Henrique Praxedes
77396;LSP REIS MATRIZ SJC;05/09/2025;FOF2B00;Ubatuba;1;15;380;380;0;519;10452;209;721;58;318726;319059;333;MEGGS;;Finalizado;Matheus Antonioli
77397;LSP REIS MATRIZ SJC;05/09/2025;FLF2B50;Cruzeiro;1;14;667;667;0;802;18460;377;1078;41;236333;236681;348;MEGGS;;Finalizado;Matheus Antonioli
77398;LSP REIS MATRIZ SJC;05/09/2025;FSS2E39;Taubaté;1;8;362;362;0;514;9605;170;528;55;615020;615346;326;MEGGS;;Finalizado;Matheus Antonioli
77399;LSP REIS MATRIZ SJC;05/09/2025;KOU1E44;São José dos Campos;1;17;340;340;0;573;8513;340;791;21;602420;602580;160;MEGGS;;Finalizado;Matheus Antonioli
77400;LSP REIS MATRIZ SJC;05/09/2025;EAL5I41;São José dos Campos;1;14;323;323;0;379;7630;170;528;49;416789;416935;146;MEGGS;;Finalizado;Matheus Antonioli
77401;LSP REIS MATRIZ SJC;05/09/2025;EUL0B36;São Sebastião;1;13;403;403;0;599;10686;209;721;62;392113;392552;439;MEGGS;;Finalizado;Matheus Antonioli
77402;LSP REIS MATRIZ SJC;05/09/2025;FBS9H88;Angra dos Reis;9;9;413;413;0;731;10580;1084;1229;63;505451;506066;615;MEGGS;;Finalizado;Matheus Antonioli
77403;LSP REIS MATRIZ SJC;05/09/2025;ELD9F62;;1;0;0;0;0;372;537;0;537;0;481774;481910;136;MINERVA;PERNOITE  LPZ9A14 NFS ALOCADAS: 5773306 5773307 5773308 5773309 5773310 5773311 5773312 5773313 5773314 5773315;Em trânsito;Matheus Antonioli
77404;LSP REIS MATRIZ SJC;05/09/2025;EMS6A59;São José dos Campos;24;32;1468;1468;0;542;56111;695;695;97;452794;452905;111;MINERVA;60,46 KM;Finalizado;Matheus Antonioli
77405;LSP REIS MATRIZ SJC;05/09/2025;HFI7H71;Roseira, Pindamonhangaba, Aparecida;15;17;1385;1385;0;660;46321;1022;1022;92;412602;412821;219;MINERVA;240,36 KM;Finalizado;Matheus Antonioli
77406;LSP REIS MATRIZ SJC;05/09/2025;DUO3J54;São José dos Campos;27;29;1336;1336;0;549;41444;754;754;83;154906;155024;118;MINERVA;93,15 KM;Finalizado;Matheus Antonioli
77407;LSP REIS MATRIZ SJC;05/09/2025;ETW2J69;Monteiro Lobato, Caçapava, São José dos Campos;21;26;1483;1483;0;645;53975;916;916;92;618256;618485;229;MINERVA;181,93 KM;Finalizado;Matheus Antonioli
77408;LSP REIS MATRIZ SJC;05/09/2025;EBO8D53;São Bento do Sapucaí, Campos do Jordão, Santo Antônio do Pinhal, Taubaté;22;27;1096;1096;0;743;50545;1096;1096;68;416930;417224;294;MINERVA;281,24 KM;Finalizado;Matheus Antonioli
77409;LSP REIS MATRIZ SJC;05/09/2025;FKT2A75;Itaquaquecetuba, Arujá;23;27;1518;1518;0;616;46093;889;889;94;247837;248016;179;MINERVA;167,56 KM;Finalizado;Matheus Antonioli
77410;LSP REIS MATRIZ SJC;05/09/2025;CFY3E22;Jacareí;13;17;1466;1466;0;454;62007;627;627;91;192798;192829;31;MINERVA;23,45 KM;Finalizado;Matheus Antonioli
77411;LSP REIS MATRIZ SJC;05/09/2025;ERR0E11;Jacareí, São José dos Campos;17;18;1387;1387;0;520;58970;664;664;92;524130;524221;91;MINERVA;43,42 KM;Finalizado;Matheus Antonioli
77412;LSP REIS MATRIZ SJC;05/09/2025;CFY2A84;Caraguatatuba;16;18;1561;1561;0;712;42588;935;935;97;125170;125397;227;MINERVA;192,79 KM;Finalizado;Matheus Antonioli
77413;LSP REIS MATRIZ SJC;05/09/2025;QGB4G99;Ubatuba, Caraguatatuba;21;32;1573;1573;0;973;64658;1141;1141;98;137675;138178;503;MINERVA;306,06 KM;Finalizado;Matheus Antonioli
77414;LSP REIS MATRIZ SJC;05/09/2025;IVA8F85;São Sebastião, Caraguatatuba, Bertioga;26;28;1384;1384;0;840;50205;1156;1156;86;185890;186305;415;MINERVA;314,18 KM;Finalizado;Matheus Antonioli
77415;LSP REIS MATRIZ SJC;05/09/2025;PXJ9I91;Mogi das Cruzes, Guararema;28;32;1494;1494;0;612;55640;884;884;99;150315;150490;175;MINERVA;164,64 KM;Finalizado;Matheus Antonioli
77416;LSP REIS MATRIZ SJC;05/09/2025;FKT2B95;Mogi das Cruzes, Suzano, Poá, Guararema;29;33;1511;1511;0;638;56939;893;893;100;195816;196015;199;MINERVA;169,73 KM;Finalizado;Matheus Antonioli
77417;LSP REIS MATRIZ SJC;05/09/2025;MKR1F49;Pindamonhangaba, Taubaté;22;32;1425;1425;0;625;43897;949;949;89;398410;398597;187;MINERVA;200,49 KM;Finalizado;Matheus Antonioli
77418;LSP REIS MATRIZ SJC;05/09/2025;QPS6A46;Igaratá, Santa Isabel;24;33;1416;1416;0;582;46790;769;769;94;100531;100679;148;MINERVA;101,35 KM;Finalizado;Matheus Antonioli
77419;LSP REIS MATRIZ SJC;05/09/2025;EFV0782;Itaquaquecetuba, Suzano, Ferraz de Vasconcelos, Poá;30;35;1539;1539;0;613;46099;886;886;102;830986;831162;176;MINERVA;165,63 KM;Finalizado;Matheus Antonioli
77420;LSP REIS MATRIZ SJC;05/09/2025;EYE9683;Taubaté, Tremembé;21;24;1423;1423;0;641;41620;900;900;88;729650;729818;168;MINERVA;173,67 KM;Finalizado;Matheus Antonioli
77421;LSP REIS MATRIZ SJC;05/09/2025;ENK8J39;São José dos Campos;30;31;1227;1227;0;476;54479;676;676;76;522708;522776;68;MINERVA;;Finalizado;Matheus Antonioli
77422;LSP REIS MATRIZ SJC;05/09/2025;FLF2A46;Paraibuna, São José dos Campos, Jambeiro;22;24;1390;1390;0;632;45078;867;867;92;155342;155535;193;MINERVA;155,07 KM;Finalizado;Matheus Antonioli
77423;LSP REIS MATRIZ SJC;05/09/2025;FNP4C71;São José dos Campos;24;29;1287;1287;0;504;49552;695;695;85;403755;403832;77;MINERVA;60,61 KM;Finalizado;Matheus Antonioli
77424;LSP REIS MATRIZ SJC;05/09/2025;MIO9D74;Paraty;31;34;1402;1402;0;1152;55223;1331;1331;87;655822;656416;594;MINERVA;410,56 KM;Finalizado;Matheus Antonioli
77425;LSP REIS MATRIZ SJC;05/09/2025;FKT2D65;Lorena, Guaratinguetá, Cruzeiro;27;36;1610;1610;0;818;58916;1251;1251;107;241330;241692;362;MINERVA;366,2 KM;Finalizado;Matheus Antonioli
77426;LSP REIS MATRIZ SJC;05/09/2025;DAH0E39;São José dos Campos;1;10;2236;2236;0;576;22497;583;973;111;637324;637393;69;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77427;LSP REIS MATRIZ SJC;05/09/2025;CNE2F63;São José dos Campos;1;11;1703;1703;0;528;17061;811;1353;106;591228;591346;118;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77428;LSP REIS MATRIZ SJC;05/09/2025;FKC0F45;;1;0;0;0;0;305;0;0;0;0;230473;230520;47;Marfrig ( BRF );NFS 1165836 1165655 1165736 1165835 1165804 1165831 1165770;Em trânsito;Henrique Praxedes
77429;LSP REIS MATRIZ SJC;05/09/2025;EAY0J27;Caçapava;1;9;2147;2147;0;698;26833;583;973;85;779870;780026;156;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77430;LSP REIS MATRIZ SJC;05/09/2025;FVC8855;;1;0;0;0;0;480;0;0;0;0;0;0;0;Friboi;NFS 7784789 7787017 7787018 7787019 7787021 7787022 7787023 7787024 7787025 7787026 7787027 7787031 7787033 7787034 7787037 7787039 7787040;Em trânsito;Henrique Praxedes
77431;LSP REIS MATRIZ SJC;05/09/2025;HJF7035;Taubaté;1;10;2836;2836;0;885;28915;811;1353;81;470262;470419;157;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77432;LSP REIS MATRIZ SJC;05/09/2025;ELQ7E29;São José dos Campos;1;9;2308;2308;0;827;24360;811;1353;65;563902;564020;118;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77433;LSP REIS MATRIZ SJC;05/09/2025;EZA3I01;São José dos Campos;3;3;4952;4952;0;1060;56965;1014;1690;76;419219;419303;84;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77434;LSP REIS MATRIZ SJC;05/09/2025;OKZ0385;São José dos Campos;1;7;3202;3202;0;650;32498;811;1353;91;0;0;0;Adoro Varzea Paulista;;Em trânsito;Matheus Antonioli
77435;LSP REIS MATRIZ SJC;05/09/2025;CVN9851;Jacareí;1;13;2774;2774;0;0;26018;811;1353;79;658295;658353;58;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77436;LSP REIS MATRIZ SJC;05/09/2025;OPN8A95;Jacareí;1;12;2571;2571;0;1394;26501;811;1353;73;377578;377900;322;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77437;LSP REIS MATRIZ SJC;05/09/2025;QCC3H88;Jacareí;1;10;2569;2569;0;1446;26202;811;1353;128;103356;103704;348;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77438;LSP REIS MATRIZ SJC;05/09/2025;FBV3H43;Mauá;1;14;2924;2924;0;0;22315;889;1483;58;597290;597537;247;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77439;LSP REIS MATRIZ SJC;05/09/2025;FUQ0G36;Ribeirão Pires;1;12;3725;3725;0;0;35668;961;1601;93;675189;675473;284;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77440;LSP REIS MATRIZ SJC;05/09/2025;PDZ1F90;Itaquaquecetuba;1;13;2475;2475;0;1142;22394;811;1353;61;434862;435058;196;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77441;LSP REIS MATRIZ SJC;05/09/2025;CVN9I54;Itaquaquecetuba;1;11;2425;2425;0;0;20573;889;1483;60;892999;893130;131;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77442;LSP REIS MATRIZ SJC;05/09/2025;ERN0D21;Suzano;1;10;1995;1995;0;878;17007;811;1353;79;288244;288396;152;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77443;LSP REIS MATRIZ SJC;05/09/2025;ETU8G60;Biritiba Mirim;1;10;2199;2199;0;1126;23976;811;1353;67;235200;235388;188;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77444;LSP REIS MATRIZ SJC;05/09/2025;FAT1H80;Itaquaquecetuba;1;13;3185;3185;0;0;33462;811;1353;79;593578;593712;134;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77445;LSP REIS MATRIZ SJC;05/09/2025;BWF1226;Mogi das Cruzes;1;13;3435;3435;0;1170;34669;876;1461;98;977062;977272;210;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77446;LSP REIS MATRIZ SJC;05/09/2025;BTB7E78;Mogi das Cruzes;1;11;2157;2157;0;606;19302;583;973;143;35646;35757;111;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77447;LSP REIS MATRIZ SJC;05/09/2025;AMX0E01;Suzano;1;12;5813;5813;0;1375;51337;1014;1690;83;644507;644717;210;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77448;LSP REIS MATRIZ SJC;05/09/2025;EKH9C80;Campos do Jordão;1;5;4112;4112;0;1105;44512;1037;1729;102;319422;319672;250;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77449;LSP REIS MATRIZ SJC;05/09/2025;FSO4C01;Guaratinguetá;1;5;2887;2887;0;0;27822;1084;1807;82;390913;391390;477;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77450;LSP REIS MATRIZ SJC;05/09/2025;DVT8G76;Cruzeiro;4;4;3525;3525;0;1183;41533;947;1578;185;552767;553063;296;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77451;LSP REIS MATRIZ SJC;05/09/2025;GAN5E34;Biritiba Mirim;4;4;3587;3587;0;987;19864;876;1461;102;242776;243001;225;Adoro Vista Foods;;Finalizado;Matheus Antonioli
77452;LSP REIS MATRIZ SJC;05/09/2025;EGO5H38;Caçapava;1;11;2804;2804;0;1014;24076;811;1353;140;504086;504329;243;Adoro Vista Foods;;Finalizado;Matheus Antonioli
77453;LSP REIS MATRIZ SJC;05/09/2025;CVN8J48;São Paulo;3;3;2515;2515;0;1224;20203;876;1461;71;754949;755186;237;Adoro Vista Foods;;Finalizado;Matheus Antonioli
77454;LSP REIS MATRIZ SJC;05/09/2025;MFI7C33;Guarulhos;1;7;2412;2412;0;0;16458;811;1353;43;629633;629819;186;Adoro Vista Foods;;Finalizado;Matheus Antonioli
77455;LSP REIS MATRIZ SJC;05/09/2025;FGE7H39;Taubaté;1;5;1092;1092;0;628;9340;630;1051;68;255126;255339;213;Adoro Vista Foods;;Finalizado;Matheus Antonioli
77456;LSP REIS MATRIZ SJC;05/09/2025;DXY5B21;São Sebastião, Ilhabela;4;4;0;0;0;828;6613;1176;1176;0;441383;441707;324;GOLD PAO;CARGA: 10181947 NFS 34948 35000 35002 35003;Finalizado;Henrique Praxedes
77457;LSP REIS MATRIZ SJC;05/09/2025;DRL2D56;;1;0;1;1;0;672;800;0;800;0;706170;706364;194;FRZ Log;FRANGO DADA;Em trânsito;Matheus Antonioli
77458;LSP REIS MATRIZ SJC;04/09/2025;GEH3I45;;1;0;0;0;0;602;300;0;300;0;344772;344874;102;MINERVA;resgate do LPZ9A14 / MINERVA - 10 ENTREGAS 04/09/2025;Em trânsito;Vinicius Cruz
77459;LSP REIS MATRIZ SJC;05/09/2025;RCE9D43;;1;0;1;1;0;545;400;0;400;0;181024;181158;134;FRZ Log;FRANGO DADA;Em trânsito;Matheus Antonioli
77460;LSP REIS MATRIZ SJC;05/09/2025;FOC9C54;Sorocaba;1;13;1604;1604;0;1152;21711;1458;1458;72;127600;128080;480;FRZ Log;NOTAS FISCAIS: 391538 A 391550;Finalizado;Walquiria dos Santos
77462;LSP REIS MATRIZ SJC;05/09/2025;DBL6F53;São José dos Campos;45;45;3563;3563;0;0;64054;2276;2276;29;918424;918675;251;;CROOS PAMPLONA;Finalizado;Juliana Curi Ferreira
77463;LSP REIS MATRIZ SJC;05/09/2025;FLF2F36;São José dos Campos, Jacareí;16;16;1404;1404;0;596;39975;940;940;87;159505;159635;130;Friboi;PEGOU CARGA DO FVC8855;Finalizado;Vinicius Cruz
77464;LSP REIS MATRIZ SJC;06/09/2025;FMG6F73;;1;0;0;0;0;677;0;0;0;0;285854;286088;234;Marfrig ( BRF );reentregas do fmg6f73+fnf2e32 itaquaquecetuba guarulhos  nfs: 1166968 1167009 1167010 1167136 1167122 1167020 1167094 1167093 1167024 1165879;Em trânsito;Gustavo Henrique Vitoriano dos Santos
77465;LSP REIS MATRIZ SJC;06/09/2025;FKC0F45;Mogi das Cruzes, São José dos Campos, Jacareí;8;8;535;535;0;399;16112;358;358;74;230563;230736;173;Friboi;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77466;LSP REIS MATRIZ SJC;06/09/2025;EGD6F32;Lorena, Aparecida, Cachoeira Paulista, Guaratinguetá, Cruzeiro;5;14;1244;1244;0;798;17134;1096;1096;77;572011;572355;344;FRZ Log;EMBARCADO A NF 391165;Finalizado;Gustavo Henrique Vitoriano dos Santos
77467;LSP REIS MATRIZ SJC;06/09/2025;ERJ4C92;Atibaia;1;2;609;609;0;709;5839;554;554;38;434632;434895;263;FRZ Log;EMBARCADO NF 391169 391173;Finalizado;Gustavo Henrique Vitoriano dos Santos
77468;LSP REIS MATRIZ SJC;06/09/2025;DRJ8010;Praia Grande, Guarujá;2;15;1626;1626;0;1127;19567;1416;1416;73;541807;542225;418;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77469;LSP REIS MATRIZ SJC;06/09/2025;EAL5I41;São José dos Campos, Jacareí;7;11;595;595;0;369;11512;466;466;91;416950;417082;132;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77470;LSP REIS MATRIZ SJC;06/09/2025;EFV6J80;Pindamonhangaba;1;7;841;841;0;649;8161;764;764;52;372858;373067;209;FRZ Log;EMBACADO AS NFS 391240 391241 391245 391246 391247;Finalizado;Gustavo Henrique Vitoriano dos Santos
77471;LSP REIS MATRIZ SJC;06/09/2025;FSS2E39;São Paulo;3;4;631;631;0;454;8986;490;490;97;615351;615597;246;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77472;LSP REIS MATRIZ SJC;06/09/2025;DRL2D56;Caçapava, Taubaté;3;11;1347;1347;0;716;13446;1201;1201;84;706306;706536;230;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77473;LSP REIS MATRIZ SJC;06/09/2025;FBS9H88;;1;0;0;0;0;440;0;0;0;0;506075;506302;227;FRZ Log;EMBARCADO NFS 391185 391186;Em trânsito;Gustavo Henrique Vitoriano dos Santos
77475;LSP REIS MATRIZ SJC;06/09/2025;EUL0B36;São Sebastião;1;13;363;363;0;568;11879;209;721;55;392583;392981;398;MEGGS;;Finalizado;Matheus Antonioli
77476;LSP REIS MATRIZ SJC;06/09/2025;KOU1E44;Ubatuba;1;16;579;579;0;796;17510;380;1081;36;602580;602953;373;MEGGS;;Finalizado;Matheus Antonioli
77477;LSP REIS MATRIZ SJC;08/09/2025;KQV2B20;São Paulo, Taubaté, Guaratinguetá;3;10;1126;1126;0;708;23078;785;785;66;171539;171763;224;FRZ Log;ENBARCADO AS NFS 391609 391241 391245 391246 391575;Finalizado;Gustavo Henrique Vitoriano dos Santos
77478;LSP REIS MATRIZ SJC;08/09/2025;FVC8855;Atibaia;1;3;1590;1590;0;686;19678;1445;1445;99;650953;651125;172;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77479;LSP REIS MATRIZ SJC;08/09/2025;EFT3I02;Poá, Biritiba Mirim;2;3;1675;1675;0;0;18948;1522;1522;47;401405;401605;200;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77480;LSP REIS MATRIZ SJC;08/09/2025;BYP9G76;São João da Boa Vista, Bragança Paulista;2;7;1255;1255;0;0;16906;1130;1130;25;427537;427787;250;FRZ Log;EMBARCADO NFS 4169329 391580;Finalizado;Gustavo Henrique Vitoriano dos Santos
77481;LSP REIS MATRIZ SJC;08/09/2025;FAT1H80;Piquete, Lorena, Cachoeira Paulista;4;9;2081;2081;0;0;26705;1878;1878;52;393721;394092;371;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77482;LSP REIS MATRIZ SJC;08/09/2025;FOD9H62;Rio Claro, Hortolândia, Sumaré, Piracicaba, Campinas;10;10;2536;2536;0;0;62790;1804;1804;63;664870;665372;502;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
